timestamp,temperature,humidity,moisture,label,plot_id,plot_name
2025-11-19 10:33:56.166939,19.754443104320124,64.72664039032699,66.55472899168697,normal,2,Lake Kathybury
2025-11-19 10:48:56.166939,21.32125278137687,59.28712329817174,66.54116299658375,normal,1,New Cherylton
2025-11-19 11:03:56.166939,22.279435830990373,61.4387369944846,62.856075296134264,normal,2,Lake Kathybury
2025-11-19 11:18:56.166939,21.663426834547685,61.135754281105854,66.92198354994294,normal,2,Lake Kathybury
2025-11-19 11:33:56.166939,22.07094512645667,59.28740078355203,64.36388609451474,normal,1,New Cherylton
2025-11-19 11:48:56.166939,22.084767282578383,64.63072758352777,68.30976298346671,normal,3,Jenniferville
2025-11-19 12:03:56.166939,22.788801373874225,59.12012999990931,69.60156280574165,normal,3,Jenniferville
2025-11-19 12:18:56.166939,22.635152427855203,58.77745311592221,64.17609807022238,normal,2,Lake Kathybury
2025-11-19 12:33:56.166939,23.953924485137062,56.11306374765908,62.58079035612172,normal,1,New Cherylton
2025-11-19 12:48:56.166939,24.55517063465803,62.42443989844912,63.156882017057676,normal,3,Jenniferville
2025-11-19 13:03:56.166939,23.375683694759825,58.642235915259725,63.98062667803536,normal,1,New Cherylton
2025-11-19 13:18:56.166939,25.11981890914721,53.585151710072694,64.17317777178093,normal,2,Lake Kathybury
2025-11-19 13:33:56.166939,25.554370755832547,56.77876617454685,64.3083556196182,normal,1,New Cherylton
2025-11-19 13:48:56.166939,25.37065023990807,55.365971469627354,61.64064572151233,normal,3,Jenniferville
2025-11-19 14:03:56.166939,25.389519313036903,51.157373873716516,69.37885727275766,normal,2,Lake Kathybury
2025-11-19 14:18:56.166939,26.755211801101993,54.04730311372015,62.030820679770464,normal,3,Jenniferville
2025-11-19 14:33:56.166939,24.557505626145062,51.26479780873829,66.89395426653728,normal,1,New Cherylton
2025-11-19 14:48:56.166939,26.271916454370263,52.18537905056303,69.57464430768347,normal,3,Jenniferville
2025-11-19 15:03:56.166939,26.392594281848567,50.14932186846481,62.43983468168338,normal,1,New Cherylton
2025-11-19 15:18:56.166939,26.626502745873598,54.57072203716145,64.2946484508175,normal,2,Lake Kathybury
2025-11-19 15:33:56.166939,27.160321288907635,52.165194643635715,65.97638204548946,normal,3,Jenniferville
2025-11-19 15:48:56.166939,27.562534454757397,54.21068188466687,67.4719779507834,normal,3,Jenniferville
2025-11-19 16:03:56.166939,28.62995945816793,53.6808061513533,65.25807491331878,normal,3,Jenniferville
2025-11-19 16:18:56.166939,26.541446448567253,48.20168410693356,63.84759767281147,normal,3,Jenniferville
2025-11-19 16:33:56.166939,27.442186890518066,48.6758155282092,62.55502682551518,normal,2,Lake Kathybury
2025-11-19 16:48:56.166939,29.099955324438646,46.22988997084972,63.28802880587364,normal,2,Lake Kathybury
2025-11-19 17:03:56.166939,28.008102473740895,47.413912017872875,62.1594264508901,normal,2,Lake Kathybury
2025-11-19 17:18:56.166939,27.727941870654117,54.53029164338972,41.51385155318371,moisture_drop,2,Lake Kathybury
2025-11-19 17:33:56.166939,28.63293304790772,50.21271017636902,44.86202824830048,moisture_drop,3,Jenniferville
2025-11-19 17:48:56.166939,26.167872999927166,45.03747760223432,40.97804160034985,moisture_drop,1,New Cherylton
2025-11-19 18:03:56.166939,26.45437536039816,42.17306894739344,43.99683292543698,moisture_drop,3,Jenniferville
2025-11-19 18:18:56.166939,26.744090906542315,51.10430406135938,41.184538806046696,moisture_drop,3,Jenniferville
2025-11-19 18:33:56.166939,27.521459160579436,53.107036316264825,42.75906488563584,moisture_drop,3,Jenniferville
2025-11-19 18:48:56.166939,27.65445843400222,47.78039507579524,41.80724254813147,moisture_drop,2,Lake Kathybury
2025-11-19 19:03:56.166939,28.053997478021714,47.53435711413849,42.291809348202605,moisture_drop,1,New Cherylton
2025-11-19 19:18:56.166939,28.581566691719633,47.78374165712955,41.1193419977038,moisture_drop,1,New Cherylton
2025-11-19 19:33:56.166939,26.61083678041097,52.64958633159129,60.7058587991238,normal,2,Lake Kathybury
2025-11-19 19:48:56.166939,26.388902028507157,44.02116759720232,60.29787840751118,normal,1,New Cherylton
2025-11-19 20:03:56.166939,27.438214564459116,52.23837028768019,64.12469079677321,normal,2,Lake Kathybury
2025-11-19 20:18:56.166939,27.212673508696753,47.32982196880577,65.44856201104112,normal,3,Jenniferville
2025-11-19 20:33:56.166939,26.263879215459117,51.155760403811755,63.16365430973735,normal,1,New Cherylton
2025-11-19 20:48:56.166939,26.807976074768902,52.51511079431478,60.45309328929046,normal,1,New Cherylton
2025-11-19 21:03:56.166939,26.248520228776954,56.00669272475223,62.957966052142304,normal,1,New Cherylton
2025-11-19 21:18:56.166939,27.06839553627365,57.97039800530326,64.13069095748837,normal,3,Jenniferville
2025-11-19 21:33:56.166939,24.762331126539753,50.4462463229164,59.96590385284061,normal,1,New Cherylton
2025-11-19 21:48:56.166939,24.952076541444033,54.07278023428399,63.78480282841246,normal,2,Lake Kathybury
2025-11-19 22:03:56.166939,25.047588047901506,52.65032901364161,62.34532506662179,normal,2,Lake Kathybury
2025-11-19 22:18:56.166939,24.640497856230894,54.51774300420943,65.08464301271606,normal,2,Lake Kathybury
2025-11-19 22:33:56.166939,25.7515230138961,54.179870953809555,55.746528596059996,normal,2,Lake Kathybury
2025-11-19 22:48:56.166939,23.481563611800944,48.34737503910435,59.89108095420091,normal,2,Lake Kathybury
2025-11-19 23:03:56.166939,24.557780470970304,58.365460754044356,60.50570798256207,normal,1,New Cherylton
2025-11-19 23:18:56.166939,24.536408835582602,57.55699224388035,61.809517336304935,normal,1,New Cherylton
2025-11-19 23:33:56.166939,23.595289929089734,60.45211945607293,58.807377501427226,normal,1,New Cherylton
2025-11-19 23:48:56.166939,22.907726569118303,56.61323122549002,60.45728713046578,normal,1,New Cherylton
2025-11-20 00:03:56.166939,23.006712457909114,58.40686191729918,58.951316952266644,normal,3,Jenniferville
2025-11-20 00:18:56.166939,23.10653899169497,62.87009015591582,62.97942757182717,normal,3,Jenniferville
2025-11-20 00:33:56.166939,22.44469275748545,58.04513224328924,55.97347306977993,normal,2,Lake Kathybury
2025-11-20 00:48:56.166939,22.45098557849289,60.892098217649455,60.59403045378306,normal,3,Jenniferville
2025-11-20 01:03:56.166939,21.153562557017334,64.19122192782571,62.74489624726302,normal,3,Jenniferville
2025-11-20 01:18:56.166939,20.59228765015276,66.24264931127234,57.97477963020208,normal,2,Lake Kathybury
2025-11-20 01:33:56.166939,19.784536283719255,62.60427198323406,59.603452041719756,normal,3,Jenniferville
2025-11-20 01:48:56.166939,22.118495102810925,64.7143386190791,57.96807429968735,normal,2,Lake Kathybury
2025-11-20 02:03:56.166939,20.617000356967782,61.57178044872417,63.05752040900006,normal,1,New Cherylton
2025-11-20 02:18:56.166939,21.378335753058554,66.3681161489614,62.869394837902036,normal,2,Lake Kathybury
2025-11-20 02:33:56.166939,19.273467906660827,71.69822893647951,61.48854255454065,normal,3,Jenniferville
2025-11-20 02:48:56.166939,20.5095153910939,72.15634983224429,65.33137384873534,normal,1,New Cherylton
2025-11-20 03:03:56.166939,18.937077519728646,68.6876800464156,59.14098458365495,normal,3,Jenniferville
2025-11-20 03:18:56.166939,19.49890356109633,71.04236720626865,61.529244810889175,normal,2,Lake Kathybury
2025-11-20 03:33:56.166939,20.083219220195172,68.97019830128666,38.1645911323676,moisture_drop,1,New Cherylton
2025-11-20 03:48:56.166939,18.982089123704984,70.98578383461077,36.13500638379827,moisture_drop,1,New Cherylton
2025-11-20 04:03:56.166939,20.242412066184535,68.72031250902077,39.97105300876096,moisture_drop,1,New Cherylton
2025-11-20 04:18:56.166939,18.83178228059154,69.22895161019188,36.72829584991262,moisture_drop,3,Jenniferville
2025-11-20 04:33:56.166939,17.73143553893819,71.44172265637872,38.389951316624334,moisture_drop,2,Lake Kathybury
2025-11-20 04:48:56.166939,17.51004531574717,71.26072083699934,40.956868301376275,moisture_drop,1,New Cherylton
2025-11-20 05:03:56.166939,17.516449572569645,71.02270247217176,38.437537313693596,moisture_drop,1,New Cherylton
2025-11-20 05:18:56.166939,17.441164057989475,75.34398173892568,36.99590555763296,moisture_drop,3,Jenniferville
2025-11-20 05:33:56.166939,19.224549668418636,69.95795245957703,38.14534420350456,moisture_drop,3,Jenniferville
2025-11-20 05:48:56.166939,18.571294725667194,66.57066004621592,58.25889471158424,normal,1,New Cherylton
2025-11-20 06:03:56.166939,17.348178507151324,66.3239380929619,62.27520078863815,normal,2,Lake Kathybury
2025-11-20 06:18:56.166939,19.783809881883315,71.03703003895959,60.322070226695985,normal,2,Lake Kathybury
2025-11-20 06:33:56.166939,17.349579781182364,65.59718636262124,58.644494753423515,normal,1,New Cherylton
2025-11-20 06:48:56.166939,18.060765233410777,66.43705362842739,69.10306649271652,normal,2,Lake Kathybury
2025-11-20 07:03:56.166939,17.970580691969385,68.56471247850091,62.06572649410653,normal,2,Lake Kathybury
2025-11-20 07:18:56.166939,18.268636423789033,71.68331907370393,66.66650581310626,normal,2,Lake Kathybury
2025-11-20 07:33:56.166939,18.737968379286716,75.13139370573701,62.64901233483055,normal,2,Lake Kathybury
2025-11-20 07:48:56.166939,18.06083854975635,68.200443491227,60.51331525817975,normal,1,New Cherylton
2025-11-20 08:03:56.166939,20.49660361064223,68.31048842220332,66.93517830079601,normal,1,New Cherylton
2025-11-20 08:18:56.166939,19.631604421803043,69.77243400567951,63.74732659529072,normal,2,Lake Kathybury
2025-11-20 08:33:56.166939,18.879761204921614,69.48334033180471,64.41313644075953,normal,3,Jenniferville
2025-11-20 08:48:56.166939,19.438153428029075,63.16709521557058,63.379534103655864,normal,3,Jenniferville
2025-11-20 09:03:56.166939,20.865387862083047,65.43741652844908,65.50810854159121,normal,2,Lake Kathybury
2025-11-20 09:18:56.166939,18.59118968809549,66.74210537045933,64.985997020042,normal,1,New Cherylton
2025-11-20 09:33:56.166939,20.78237799057693,68.55749313131899,64.37090439094375,normal,2,Lake Kathybury
2025-11-20 09:48:56.166939,19.888319773167293,65.72900128420869,66.85303843131706,humidity_drift,1,New Cherylton
2025-11-20 10:03:56.166939,20.269398626871176,64.24070137368821,66.41807198089526,humidity_drift,2,Lake Kathybury
2025-11-20 10:18:56.166939,21.91955314587241,69.11524457117322,66.59217946582986,humidity_drift,2,Lake Kathybury
2025-11-20 10:33:56.166939,21.691064906834193,68.80948113614721,66.27922087889874,humidity_drift,1,New Cherylton
2025-11-20 10:48:56.166939,21.48013057104749,76.09503887289223,62.6279523627206,humidity_drift,1,New Cherylton
2025-11-20 11:03:56.166939,21.45555432930808,72.55856965164465,66.28164624427318,humidity_drift,1,New Cherylton
2025-11-20 11:18:56.166939,21.44577571570911,75.76065489004418,68.96418537231449,humidity_drift,2,Lake Kathybury
2025-11-20 11:33:56.166939,21.66682208192642,84.90463122377417,66.0010544608567,humidity_drift,3,Jenniferville
2025-11-20 11:48:56.166939,22.996160965434477,80.16294560974167,65.40800714352261,humidity_drift,1,New Cherylton
2025-11-20 12:03:56.166939,21.888855331009474,60.8510420696044,67.01124419060926,normal,1,New Cherylton
2025-11-20 12:18:56.166939,22.578912093768015,56.53767142446021,64.73503900518517,normal,3,Jenniferville
2025-11-20 12:33:56.166939,22.755482116008217,62.207261585424824,66.67266848616251,normal,3,Jenniferville
2025-11-20 12:48:56.166939,23.62899607492935,57.55861161420529,66.79382367113091,normal,3,Jenniferville
2025-11-20 13:03:56.166939,23.837214550641622,59.09368207434337,65.29394625044661,normal,1,New Cherylton
2025-11-20 13:18:56.166939,24.878781082287723,56.39396694135984,63.404751136967114,normal,2,Lake Kathybury
2025-11-20 13:33:56.166939,25.808484509703412,57.326579814635735,63.3453306953114,normal,3,Jenniferville
2025-11-20 13:48:56.166939,24.550864334766178,55.50543502012933,64.49183935458154,normal,1,New Cherylton
2025-11-20 14:03:56.166939,24.859862061708093,52.96967893562687,62.72476554198277,normal,1,New Cherylton
2025-11-20 14:18:56.166939,26.778589570037344,52.45004202526864,66.03897109307661,normal,3,Jenniferville
2025-11-20 14:33:56.166939,26.57882135259154,48.98969614662906,63.775448476230316,normal,3,Jenniferville
2025-11-20 14:48:56.166939,26.903666743521118,48.171745433671234,62.69889903987625,normal,3,Jenniferville
2025-11-20 15:03:56.166939,26.488878552463923,55.476158552335384,62.06228381991663,normal,2,Lake Kathybury
2025-11-20 15:18:56.166939,27.033869786835886,52.94187138245065,62.09773656934503,normal,3,Jenniferville
2025-11-20 15:33:56.166939,28.228744061078995,50.323584964765296,67.22428492607742,normal,1,New Cherylton
2025-11-20 15:48:56.166939,27.602422936686697,50.71643984250314,67.385462981703,normal,3,Jenniferville
2025-11-20 16:03:56.166939,27.123689575929777,50.2848598578709,62.828308946089365,normal,3,Jenniferville
2025-11-20 16:18:56.166939,28.96376656678096,54.948919150006006,65.10389476184403,normal,3,Jenniferville
2025-11-20 16:33:56.166939,28.516293575454316,53.877777423646556,65.37456655982268,normal,3,Jenniferville
2025-11-20 16:48:56.166939,26.403602235951713,52.36983805752573,65.36664153512501,normal,3,Jenniferville
2025-11-20 17:03:56.166939,27.738009689104477,47.82162132418079,63.07807119874315,normal,3,Jenniferville
2025-11-20 17:18:56.166939,27.60535350724695,50.46623490852601,62.68653564250657,normal,3,Jenniferville
2025-11-20 17:33:56.166939,27.672867216373824,55.044991165025976,60.512850152847435,normal,2,Lake Kathybury
2025-11-20 17:48:56.166939,28.342623823790007,51.11640607190394,63.01617377430464,normal,2,Lake Kathybury
2025-11-20 18:03:56.166939,27.379707189863932,49.790685585044876,61.317945652818054,normal,1,New Cherylton
2025-11-20 18:18:56.166939,28.908321010979023,48.621424454262254,59.668183558663564,normal,3,Jenniferville
2025-11-20 18:33:56.166939,28.449106365310996,49.772187808028356,65.4719143820853,normal,2,Lake Kathybury
2025-11-20 18:48:56.166939,28.87567055543238,54.85223198632629,64.49757109350718,normal,1,New Cherylton
2025-11-20 19:03:56.166939,29.171784100666027,49.38462726027566,64.95451353326106,normal,2,Lake Kathybury
2025-11-20 19:18:56.166939,25.675175797064306,48.77064631539947,65.02701039627158,normal,3,Jenniferville
2025-11-20 19:33:56.166939,27.277690025531257,50.54965645297551,64.48914329140024,normal,3,Jenniferville
2025-11-20 19:48:56.166939,28.038775724386728,48.06660927138797,65.49544446209262,normal,1,New Cherylton
2025-11-20 20:03:56.166939,27.18225933043685,48.91457687983691,63.798078931701035,normal,1,New Cherylton
2025-11-20 20:18:56.166939,27.47228119031788,55.70211164222298,62.30839928113829,normal,1,New Cherylton
2025-11-20 20:33:56.166939,26.36192867501609,51.000109665152195,63.612509898737386,normal,1,New Cherylton
2025-11-20 20:48:56.166939,26.08645003067321,52.175374156976176,64.13804310531344,normal,1,New Cherylton
2025-11-20 21:03:56.166939,26.94219976423325,51.419821709532094,61.521718726407386,normal,3,Jenniferville
2025-11-20 21:18:56.166939,24.9678245449432,51.79198025491394,60.351706388533785,normal,1,New Cherylton
2025-11-20 21:33:56.166939,25.40571385274876,52.19165771834526,61.320996811308966,normal,3,Jenniferville
2025-11-20 21:48:56.166939,25.215255677638694,56.441837335528774,62.37860692656826,normal,3,Jenniferville
2025-11-20 22:03:56.166939,25.456740880431852,55.762749436367685,61.87908002018496,normal,2,Lake Kathybury
2025-11-20 22:18:56.166939,25.565107538923083,57.076076655406766,60.14114510372103,normal,1,New Cherylton
2025-11-20 22:33:56.166939,24.166862241566854,54.98832123888411,58.72197028971261,normal,2,Lake Kathybury
2025-11-20 22:48:56.166939,24.04245560884384,55.94512928996809,63.82317073549428,normal,2,Lake Kathybury
2025-11-20 23:03:56.166939,24.86419712061849,61.019348090874324,56.7730450936326,normal,1,New Cherylton
2025-11-20 23:18:56.166939,23.809095857999854,60.355911374483746,60.430616254632376,normal,1,New Cherylton
2025-11-20 23:33:56.166939,24.290743610650143,55.62321946637945,58.07268126953301,normal,2,Lake Kathybury
2025-11-20 23:48:56.166939,23.560118304227192,65.68163442952184,57.37657552746233,normal,1,New Cherylton
2025-11-21 00:03:56.166939,22.92899423897658,61.7005549725565,60.73486814739428,normal,3,Jenniferville
2025-11-21 00:18:56.166939,22.117784594746315,63.1388673577585,59.85496444634281,normal,1,New Cherylton
2025-11-21 00:33:56.166939,22.42796089985914,59.40559553804801,60.41528719297314,normal,2,Lake Kathybury
2025-11-21 00:48:56.166939,21.543472762693085,61.49659577511749,62.38403988843194,normal,2,Lake Kathybury
2025-11-21 01:03:56.166939,21.197371078241808,62.015303507977116,63.164583697493015,normal,3,Jenniferville
2025-11-21 01:18:56.166939,19.150255882593306,57.88068896608695,62.22405452537075,normal,3,Jenniferville
2025-11-21 01:33:56.166939,21.183537104078006,63.88364874231459,59.98126330020823,normal,2,Lake Kathybury
